ICICI Prudential Capital Protection Oriented Fund IV - PLAN E - 36 Months - Dividend	13.5222
ICICI Prudential Capital Protection Oriented Fund IV - PLAN F - 60 Months - Cumulative	16.07
ICICI Prudential Capital Protection Oriented Fund IV - PLAN F - 60 Months - Direct Plan - Cumulative	16.9694
ICICI Prudential Capital Protection Oriented Fund IV - PLAN F - 60 Months - Direct Plan - Dividend	16.9694
ICICI Prudential Capital Protection Oriented Fund IV - PLAN F - 60 Months - Dividend	16.07
ICICI Prudential Capital Protection Oriented Fund IV - PLAN G - 60 Months plan - Cumulative	15.9428
ICICI Prudential Capital Protection Oriented Fund IV - PLAN G - 60 Months Plan - Direct Plan - Cumulative	16.8027
ICICI Prudential Capital Protection Oriented Fund IV - PLAN G - 60 Months Plan - Direct Plan - Dividend	16.8027
ICICI Prudential Capital Protection Oriented Fund IV - PLAN G - 60 Months Plan - Dividend	15.9428
ICICI Prudential Capital Protection Oriented Fund IV - PLAN H - 36 Months plan - Cumulative	13.3397
ICICI Prudential Capital Protection Oriented Fund IV - PLAN H - 36 Months Plan - Direct Plan - Cumulative	13.8101
ICICI Prudential Capital Protection Oriented Fund IV - PLAN H - 36 Months Plan - Direct Plan - Dividend	13.8101
ICICI Prudential Capital Protection Oriented Fund IV - PLAN H - 36 Months Plan - Dividend	13.3397
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1101 Days Plan A Cumulative Option	12.0186
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1101 Days Plan A Direct Plan Cumulative Option	12.4065
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1101 Days Plan A Direct Plan Dividend Option	12.4065
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1101 Days Plan A Dividend Option	12.0186
ICICI Prudential Capital Protection Oriented Fund - Series IX -1103 Days Plan B Cumulative Option	11.9389
ICICI Prudential Capital Protection Oriented Fund - Series IX -1103 Days Plan B Direct Plan Cumulative Option	12.3086
ICICI Prudential Capital Protection Oriented Fund - Series IX -1103 Days Plan B Direct Plan Dividend Option	12.3085
ICICI Prudential Capital Protection Oriented Fund - Series IX -1103 Days Plan B Dividend Option	11.9389
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Cumulative Option	12.4619
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Direct Plan Cumulative Option	12.8288
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Direct Plan Dividend Option	12.8288
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Dividend Option	12.4619
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1378 Days Plan D Cumulative Option	12.7669
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1378 Days Plan D Direct Plan Cumulative Option	13.3904
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1378 Days Plan D Direct Plan Dividend Option	13.3312
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1378 Days Plan D Dividend Option	12.7103
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1325 Days Plan E Cumulative Option	12.9587
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1325 Days Plan E Direct Plan Cumulative Option	13.5549
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1325 Days Plan E Direct Plan Dividend Option	13.5549
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1325 Days Plan E Dividend Option	12.9587
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Cumulative Option	12.5122
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Direct Plan Cumulative Option	13.0611
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Dividend Option	12.5122
ICICI Prudential Capital Protection Oriented Fund V - PLAN A - 5 Years Plan - Cumulative	15.5892
ICICI Prudential Capital Protection Oriented Fund V - PLAN A - 5 Years Plan - Direct Plan - Cumulative	16.4550
ICICI Prudential Capital Protection Oriented Fund V - PLAN A - 5 Years Plan - Direct Plan - Dividend	16.4550
ICICI Prudential Capital Protection Oriented Fund V - PLAN A - 5 Years Plan - Dividend	15.5892
ICICI Prudential Capital Protection Oriented Fund V - PLAN B - 1100 Days - Cumulative	13.3404
ICICI Prudential Capital Protection Oriented Fund V - PLAN B - 1100 Days - Direct Plan - Cumulative	13.8312
ICICI Prudential Capital Protection Oriented Fund V - PLAN B - 1100 Days - Direct Plan - Dividend	13.8312
ICICI Prudential Capital Protection Oriented Fund V - PLAN B - 1100 Days - Dividend	13.3404
ICICI Prudential Capital Protection Oriented Fund V - PLAN C - 1825 Days - Cumulative	15.4260
ICICI Prudential Capital Protection Oriented Fund V - PLAN C - 1825 Days - Direct Plan - Cumulative	16.3351
ICICI Prudential Capital Protection Oriented Fund V - PLAN C - 1825 Days - Direct Plan - Dividend	16.3351
ICICI Prudential Capital Protection Oriented Fund V - PLAN C - 1825 Days - Dividend	15.4260
ICICI Prudential Capital Protection Oriented Fund V - PLAN D - 1100 Days - Cumulative	13.1477
ICICI Prudential Capital Protection Oriented Fund V - PLAN D - 1100 Days - Direct Plan - Cumulative	13.6485
ICICI Prudential Capital Protection Oriented Fund V - PLAN D - 1100 Days - Direct Plan - Dividend	13.6485
ICICI Prudential Capital Protection Oriented Fund V - PLAN D - 1100 Days - Dividend	13.1477
ICICI Prudential Capital Protection Oriented Fund V - PLAN E- 1100 Days - Cumulative	13.1446
ICICI Prudential Capital Protection Oriented Fund V - PLAN E- 1100 Days - Direct Plan - Cumulative	13.7146
ICICI Prudential Capital Protection Oriented Fund V - PLAN E- 1100 Days - Dividend	13.1446
ICICI Prudential Capital Protection Oriented Fund V -Plan F -1100 Days Direct Plan Cumulative Option	13.2817
ICICI Prudential Capital Protection Oriented Fund V- Plan F - 1100 Days -Dividend Option	12.7422
ICICI Prudential Capital Protection Oriented Fund V- Plan F -1100 Days Direct Plan Dividend Option	13.2817
ICICI Prudential Capital Protection Oriented Fund V- Plan F- 1100 Days -Cumulative Option	12.7422
ICICI Prudential Capital Protection Oriented Fund Series VI -1825 Days Plan A Cumulative Option	14.9675
ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan A Direct Plan Cumulative option	15.9313
ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan A Direct Plan Dividend Option	15.9313
ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan A Dividend Option	14.9675
ICICI Prudential Capital Protection Oriented Fund Series VI -1825 Days Plan C Direct Plan Cumulative Option	15.3491
ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan C Cumulative Option	14.5695
ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan C Direct Plan Dividend option	15.3491
ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan C Dividend Option	14.5695
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1822 Days Plan D Cumulative Option	13.6861
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1822 Days Plan D Direct Plan Cumulative Option	14.5015
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1822 Days Plan D Direct Plan Dividend Option	14.5015
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1822 Days Plan D Dividend Option	13.6861
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1285 Days Plan G Cumulative Option	12.1729
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1285 Days Plan G Direct Plan Cumulative Option	12.7261
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1285 Days Plan G Dividend Option	12.1729
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan H Cumulative Option	12.5336
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan H Direct Plan Cumulative Option	13.0869
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan H Direct Plan Dividend Option	13.0869
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan H Dividend Option	12.5336
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1300 Days Plan A Cumulative Option	12.3401
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1300 Days Plan A Direct Plan Cumulative Option	12.8884
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1300 Days Plan A Dividend Option	12.3401
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1105 Days Plan H Cumulative Option	12.0188
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1105 Days Plan H Direct Plan Cumulative Option	12.4958
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1105 Days Plan H Direct Plan Dividend Option	12.4958
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1105 Days Plan H Dividend Option	12.0188
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1290 Days Plan I Cumulative Option	12.2126
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1290 Days Plan I Direct Plan Cumulative Option	12.9001
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1290 Days Plan I Direct Plan Dividend Option	12.9001
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1290 Days Plan I Dividend Option	12.2126
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1284 Days Plan J Cumulative Option	12.3742
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1284 Days Plan J Direct Plan Cumulative Option	12.9428
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1284 Days Plan J Direct Plan Dividend Option	12.9428
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1284 Days Plan J Dividend Option	12.3742
ICICI Prudential Fixed Maturity Plan-Corporate Bond Series A-750 Days - Cumulative Option	12.9083
ICICI Prudential Fixed Maturity Plan-Corporate Bond Series A-750 Days - Direct Plan-Cumulative Option	13.0539
ICICI Prudential Fixed Maturity Plan - Corporate Bond Series B - 1100 Days - Cumulative Option	13.1792
ICICI Prudential Fixed Maturity Plan - Corporate Bond Series B - 1100 Days - Direct Plan - Cumulative Option	13.3191
ICICI Prudential Fixed Maturity Plan - Corporate Bond Series B - 1100 Days - Direct Plan - Dividend Option	13.3191
ICICI Prudential Fixed Maturity Plan - Corporate Bond Series B - 1100 Days - Dividend Option	13.1792
ICICI Prudential Fixed Maturity Plan - Series - 74 -367 days Plan Z Cumulative Option	12.8014
ICICI Prudential Fixed Maturity Plan - Series -74 - 367 Days Plan Z Direct Plan Dividend Option	12.7623
ICICI Prudential Fixed Maturity Plan - Series -74 - 367 Days Plan Z Dividend Option	12.7426
ICICI Prudential Fixed Maturity Plan - Series 74 - 367 Days Plan Z Direct Plan Cumulative Option	12.8213
ICICI Prudential Fixed Maturity Plan-Series 69-1821 Days Plan I - Cumulative	15.1559
ICICI Prudential Fixed Maturity Plan-Series 69-1821 Days Plan I - Direct Plan - Cumulative	15.3683
ICICI Prudential Fixed Maturity Plan-Series 69-1821 Days Plan I - Direct Plan - Dividend	13.7239
ICICI Prudential Fixed Maturity Plan-Series 69-1821 Days Plan I - Dividend	13.6111
ICICI Prudential Fixed Maturity Plan-Series 71-366 Days Plan C - Cumulative	12.8508
ICICI Prudential Fixed Maturity Plan-Series 71-366 Days Plan C - Direct Plan - Cumulative	12.8817
ICICI Prudential Fixed Maturity Plan-Series 71-366 Days Plan C - Dividend	11.8762
ICICI Prudential Fixed Maturity Plan-Series 71-547 Days Plan B - Cumulative	13.5397
ICICI Prudential Fixed Maturity Plan-Series 71-547 Days Plan B - Direct Plan - Cumulative	13.6004
ICICI Prudential Fixed Maturity Plan-Series 71-547 Days Plan B - Direct Plan - Dividend	13.5408
ICICI Prudential Fixed Maturity Plan-Series 71-547 Days Plan B - Dividend	11.4019
ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan K - Cumulative	14.1348
ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan K - Direct Plan - Cumulative	13.1563
ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan K - Direct Plan - Dividend	12.8406
ICICI Prudential Fixed Maturity Plan-Series 73-1140 Days Plan E - Cumulative	16.6082
ICICI Prudential Fixed Maturity Plan-Series 73-1140 Days Plan E - Direct Plan - Cumulative	16.8366
ICICI Prudential Fixed Maturity Plan-Series 73-1140 Days Plan E - Direct Plan - Dividend	12.5318
ICICI Prudential Fixed Maturity Plan-Series 73-1140 Days Plan E - Dividend	15.1766
ICICI Prudential Fixed Maturity Plan - Series 74 - 368 Days Plan Y Cumulative Option	12.8363
ICICI Prudential Fixed Maturity Plan - Series 74 - 368 Days Plan Y Direct Plan Cumulative Option	12.8576
ICICI Prudential Fixed Maturity Plan - Series 74 - 368 Days Plan Y Dividend Option	12.5419
ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan X Cumulative Option	12.8787
ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan X Direct Plan Cumulative Option	12.8994
ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan X Direct Plan Dividend Option	10.6944
ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan X Dividend Option	12.5777
ICICI Prudential Fixed Maturity Plan - Series 74 - 9 Years Plan U Direct Plan IDCW Option	19.2518
ICICI Prudential Fixed Maturity Plan - Series 74 -9 Years Plan U Direct Plan Cumulative Option	19.3019
ICICI Prudential Fixed Maturity Plan -Series 74 -9 Years Plan U Cumulative Option	18.8712
ICICI Prudential Fixed Maturity Plan -Series 74 -9 Years Plan U IDCW Option	18.8211
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan F Cumulative Option	12.7954
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan F Direct Plan Cumulative Option	12.9473
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan F Dividend Option	12.7954
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan G Cumulative Option	13.1900
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan G Direct Plan Cumulative Option	13.3435
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan G Direct Plan Dividend Option	13.3435
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan G Dividend Option	13.1900
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan H Cumulative Option	12.7910
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan H Direct Plan Cumulative Option	12.9348
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan H Direct Plan Dividend Option	12.9348
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan H Dividend Option	12.7910
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan I Cumulative Option	13.1795
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan I Direct Plan Cumulative Option	13.3409
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan I Direct Plan Dividend Option	13.3409
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan I Dividend Option	13.1795
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan J Cumulative Option	12.7677
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan J Direct Plan Cumulative Option	12.8974
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan J Direct Plan Dividend Option	12.8974
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan J Dividend Option	12.7677
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan N Cumulative Option	12.8283
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan N Direct Plan Cumulative Option	12.8490
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan N Dividend Option	12.8283
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan O Cumulative Option	12.8438
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan O Direct Plan Cumulative Option	12.8676
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan O Dividend Option	12.8438
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan Q Cumulative Option	13.0012
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan Q Direct Plan Cumulative Option	13.1513
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan Q Direct Plan Dividend Option	13.1513
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan Q Dividend Option	13.0012
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan R Cumulative Option	12.7936
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan R Direct Plan Cumulative Option	12.8085
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan R Dividend Option	12.7936
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan T Cumulative Option	12.7440
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan T Direct Plan Cumulative Option	12.7614
ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan T Dividend Option	12.7440
ICICI Prudential Fixed Maturity Plan - Series 75 - 1103 Days Plan L Cumulative Option	13.0770
ICICI Prudential Fixed Maturity Plan - Series 75 - 1103 Days Plan L Direct Plan Cumulative Option	13.2106
ICICI Prudential Fixed Maturity Plan - Series 75 - 1103 Days Plan L Direct Plan Dividend Option	13.2106
ICICI Prudential Fixed Maturity Plan - Series 75 - 1103 Days Plan L Dividend Option	13.0770
ICICI Prudential Fixed Maturity Plan - Series 75 - 1103 Days Plan P Cumulative Option	12.7197
ICICI Prudential Fixed Maturity Plan - Series 75 - 1103 Days Plan P Direct Plan Cumulative Option	12.7837
ICICI Prudential Fixed Maturity Plan - Series 75 - 1103 Days Plan P Direct Plan Dividend Option	12.7837
